BBName1,City,State,Qty1,Value,Products,Brand,Supplier,Employee,Category
AlAzhar Medical College Super Speciality Hospital Blood Bank,Idukki,Kerala,100,17300,450 T SAGM,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
AlAzhar Medical College Super Speciality Hospital Blood Bank,Idukki,Kerala,100,14000,450 D SAGM,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
AlAzhar Medical College Super Speciality Hospital Blood Bank,Idukki,Kerala,150,21000,350 D SAGM,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
AlAzhar Medical College Super Speciality Hospital Blood Bank,Idukki,Kerala,100,0,450 D CPDA,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
AlAzhar Medical College Super Speciality Hospital Blood Bank,Idukki,Kerala,250,35000,450 D SAGM,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
AlShifa Hospital Private Limited,Malappuram,Kerala,50,2700,350 SB CPDA,Mipl,HAEMOLAB EQUIPMENTS,nahas.jamal@mipl.in,OTHERS
AlShifa Hospital Private Limited,Malappuram,Kerala,100,17300,450 T SAGM,Mipl,HAEMOLAB EQUIPMENTS,nahas.jamal@mipl.in,OTHERS
AlShifa Hospital Private Limited,Malappuram,Kerala,100,14000,450 D SAGM,Mipl,HAEMOLAB EQUIPMENTS,nahas.jamal@mipl.in,OTHERS
Alaknanda Blood Bank & Component  Centre,Muzaffarnagar,Uttar Pradesh,100,14000,450 D SAGM,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Alaknanda Blood Bank & Component  Centre,Muzaffarnagar,Uttar Pradesh,200,28000,450 D SAGM,TerumoPenpal,NA,jitum.kumar@mipl.in,OTHERS
Alchemist Hospital Panchkula Blood Bank,Panchkula,Haryana,450,405000,450 Q SAGM TAB ILF,TerumoPenpal,Poorvi Diagnostics Chandigarh,mangalesh.thakur@mipl.in,ILF&LSF
Alchemist Institute of Medical Sciences Blood Bank,Gurugram,Delhi NCR,200,28000,450 D SAGM,TerumoPenpal,Meridian Healthcare ,akram@mipl.in,OTHERS
Alchemist Institute of Medical Sciences Blood Bank,Gurugram,Delhi NCR,100,5400,350 SB CPDA,TerumoPenpal,Meridian Healthcare ,akram@mipl.in,OTHERS
Alchemist Institute of Medical Sciences Blood Bank,Gurugram,Delhi NCR,350,49000,450 D SAGM,Polymed,Others,akram@mipl.in,OTHERS
Aligarh Charitable Blood Bank,Aligarh,Uttar Pradesh,150,21000,450 T SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Aligarh Charitable Blood Bank,Aligarh,Uttar Pradesh,200,28000,450 D SAGM,Mipl,HEARTBEAT HEALTHCARE,jitum.kumar@mipl.in,OTHERS
Alipurduar Sub Divisional Hospital Blood Bank,Jalpaiguri,West Bengal,120,6480,350 SB CPDA,Mipl,Pharma Traders,tapas.dey@mipl.in,OTHERS
Alipurduar Sub Divisional Hospital Blood Bank,Jalpaiguri,West Bengal,150,8100,350 SB CPDA,Mipl,Pharma Traders,tapas.dey@mipl.in,OTHERS
All India Institute of Medical Sciences AIIMS Blood Bank,New Delhi,Delhi NCR,400,56000,450 D SAGM,TerumoPenpal,Equipment Point ,akram@mipl.in,OTHERS
All India Institute of Medical Sciences AIIMS Blood Bank,New Delhi,Delhi NCR,300,16200,350 SB CPDA,TerumoPenpal,Equipment Point ,akram@mipl.in,OTHERS
All India Institute of Medical Sciences AIIMS Blood Bank,New Delhi,Delhi NCR,600,540000,450 Q SAGM TAB ILF,TerumoPenpal,Equipment Point ,akram@mipl.in,ILF&LSF
All India Institute of Medical Sciences AIIMS Blood Bank,New Delhi,Delhi NCR,500,450000,450 Q SAGM TAB ILF,TerumoPenpal,Others,akram@mipl.in,ILF&LSF
All is well hospital ,Burhanpur ,Madhya Pradesh,200,10800,350 SB CPDA,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
All is well hospital ,Burhanpur ,Madhya Pradesh,200,34600,450 T SAGM,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Allahabad Medical Association Blood Bank,Prayagraj,Uttar Pradesh,1200,288000,350 Q SAGM TAB PDS NPD,HLL,Others,digember.singh@mipl.in,OTHERS
Allahabad Medical Association Blood Bank,Prayagraj,Uttar Pradesh,1200,288000,350 Q SAGM TAB PDS NPD,TerumoPenpal,Mahrotra & Mahrotra,digember.singh@mipl.in,OTHERS
Alluri Sita Rama Raju Acadamy Of Medical Sciences Blood Centre,Eluru,Andhra Pradesh,10,540,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Alluri Sita Rama Raju Acadamy Of Medical Sciences Blood Centre,Eluru,Andhra Pradesh,100,17300,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Alluri Sita Rama Raju Acadamy Of Medical Sciences Blood Centre,Eluru,Andhra Pradesh,120,32160,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Almas Hospital Blood Bank Chankuvatty,Malappuram,Kerala,150,25950,450 T SAGM,TerumoPenpal,meridian biomedical engineering company,nahas.jamal@mipl.in,OTHERS
Almas Hospital Blood Bank Chankuvatty,Malappuram,Kerala,100,14000,450 D SAGM,TerumoPenpal,meridian biomedical engineering company,nahas.jamal@mipl.in,OTHERS
Almas Hospital Blood Bank Chankuvatty,Malappuram,Kerala,100,5400,350 SB CPDA,Mipl,HAEMOLAB EQUIPMENTS,nahas.jamal@mipl.in,OTHERS
Alphonsa Hospital Blood Bank,Idukki,Kerala,150,15675,350 D CPDA,TerumoPenpal,KOCHIN INLAB EQUIPMENTS,nahas.jamal@mipl.in,OTHERS
Alphonsa Hospital Blood Bank,Idukki,Kerala,100,14000,350 D SAGM,TerumoPenpal,KOCHIN INLAB EQUIPMENTS,nahas.jamal@mipl.in,OTHERS
Amala Cancer Hospital and Research Centre Blood Bank,Thrissur,Kerala,100,80000,350 Q SAGM ILF TAT (TIB),TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,ILF&LSF
Amala Cancer Hospital and Research Centre Blood Bank,Thrissur,Kerala,150,25950,350 T SAGM ,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
Amala Cancer Hospital and Research Centre Blood Bank,Thrissur,Kerala,200,34600,450 T SAGM,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
Amala Cancer Hospital and Research Centre Blood Bank,Thrissur,Kerala,150,21000,450 D SAGM,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
Amala Cancer Hospital and Research Centre Blood Bank,Thrissur,Kerala,50,2700,350 SB CPDA,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
Amala Cancer Hospital and Research Centre Blood Bank,Thrissur,Kerala,150,21000,350 D SAGM,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
Amala Cancer Hospital and Research Centre Blood Bank,Thrissur,Kerala,250,43250,350 T SAGM ,TerumoPenpal,Kochin Inlab Equipments India Pvt Limited,nahas.jamal@mipl.in,OTHERS
Amaltas hospital ,Dewas ,Madhya Pradesh,100,5400,350 SB CPDA,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Amaltas hospital ,Dewas ,Madhya Pradesh,200,28000,450 D SAGM,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Amaltas hospital ,Dewas ,Madhya Pradesh,100,5400,350 SB CPDA,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Amaltas hospital ,Dewas ,Madhya Pradesh,150,21000,450 D SAGM,Mipl,SCIENTIFIC SUPPLIES AND MFG CO,nagendra.singh@mipl.in,OTHERS
Aman Blood Bank,Nagpur,Maharashtra,50,8650,450 T SAGM,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Aman Blood Bank,Nagpur,Maharashtra,50,8650,350 T SAGM ,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Aman Blood Bank,Nagpur,Maharashtra,100,14000,450 D SAGM,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Aman Blood Bank,Nagpur,Maharashtra,100,14000,350 D SAGM,Mipl,WE CARE SURGICALS,sameer.balwant@mipl.in,OTHERS
Amandeep Blood Bank,Amritsar,Punjab,160,27680,450 T SAGM,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Amandeep Blood Bank,Amritsar,Punjab,200,28000,450 D SAGM,Mipl,H.M. AGENCIES,mangalesh.thakur@mipl.in,OTHERS
Amar Saheed Jagdeo Prasad Sadar Hospital Jehanabad Blood Bank,Jehanabad,Bihar,40,2160,350 SB CPDA,Mipl,ROSE MEDICARE PVT. LTD.,tapas.dey@mipl.in,OTHERS
Amba Charitable Blood Bank,Shamli,Uttar Pradesh,100,5400,350 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Amba Charitable Blood Bank,Shamli,Uttar Pradesh,100,14000,350 D SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Amba Charitable Blood Bank,Shamli,Uttar Pradesh,100,17300,350 T SAGM ,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Amma Blood Centre,Visakhapatnam,Andhra Pradesh,30,5190,450 T SAGM,Polymed,SHREE AGENCY,sinderaviteja@mipl.in,OTHERS
Amma Blood Centre,Visakhapatnam,Andhra Pradesh,50,2700,350 SB CPDA,Polymed,SHREE AGENCY,sinderaviteja@mipl.in,OTHERS
Amma Blood Centre,Visakhapatnam,Andhra Pradesh,120,12540,450 D CPDA,Polymed,SHREE AGENCY,sinderaviteja@mipl.in,OTHERS
Amraprli Blood Bank,Lucknow ,Uttar Pradesh,100,14000,350 D SAGM,Mipl,,digember.singh@mipl.in,OTHERS
Amraprli Blood Bank,Lucknow ,Uttar Pradesh,100,17300,350 T SAGM ,Mipl,,digember.singh@mipl.in,OTHERS
Amrit Charitable Blood Bank,Agra,Uttar Pradesh,80,13840,450 T SAGM,Polymed,,jitum.kumar@mipl.in,OTHERS
Amrit Charitable Blood Bank,Agra,Uttar Pradesh,100,17300,450 T SAGM,Mipl,,jitum.kumar@mipl.in,OTHERS
Amrit Charitable Blood Bank,Agra,Uttar Pradesh,100,5400,100 SB CPDA,Mipl,,jitum.kumar@mipl.in,OTHERS
Amrit Charitable Blood Bank,Agra,Uttar Pradesh,100,14000,450 D SAGM,Polymed,,jitum.kumar@mipl.in,OTHERS
Amrit Charitable Blood Bank,Agra,Uttar Pradesh,100,14000,450 D SAGM,Mipl,,jitum.kumar@mipl.in,OTHERS
Amrit Charitable Blood Bank,Agra,Uttar Pradesh,100,14000,350 D SAGM,Mipl,,jitum.kumar@mipl.in,OTHERS
Amrita Hospital ,Faridabad ,Haryana,100,5400,350 SB CPDA,TerumoPenpal,,akram@mipl.in,OTHERS
Amrita Hospital ,Faridabad ,Haryana,300,42000,450 D SAGM,TerumoPenpal,,akram@mipl.in,OTHERS
Amritha Institute of Medical Sciences Research Centre Blood Bank,Eranakulam,Kerala,250,57500,350 Q SAGM,TerumoPenpal,,nahas.jamal@mipl.in,OTHERS
Amritha Institute of Medical Sciences Research Centre Blood Bank,Eranakulam,Kerala,500,26500,300 TR,Mipl,,nahas.jamal@mipl.in,OTHERS
Amritha Institute of Medical Sciences Research Centre Blood Bank,Eranakulam,Kerala,250,26125,350 D CPDA,TerumoPenpal,,nahas.jamal@mipl.in,OTHERS
Amritha Institute of Medical Sciences Research Centre Blood Bank,Eranakulam,Kerala,500,70000,350 D SAGM,TerumoPenpal,,nahas.jamal@mipl.in,OTHERS
Amrut hospital ,Lucknow ,Uttar Pradesh,200,34600,350 T SAGM ,Polymed,Diokronic Medisys P Ltd,digember.singh@mipl.in,OTHERS
Amrut hospital ,Lucknow ,Uttar Pradesh,200,28000,350 D SAGM,Mipl,,digember.singh@mipl.in,OTHERS
Amruta Blood Bank,Aurangabad,Maharashtra,50,8650,450 T SAGM,Polymed,,sameer.balwant@mipl.in,OTHERS
Amruta Blood Bank,Aurangabad,Maharashtra,50,8650,350 T SAGM ,Polymed,,sameer.balwant@mipl.in,OTHERS
Amruta Blood Bank,Aurangabad,Maharashtra,200,28000,450 D SAGM,Mipl,,sameer.balwant@mipl.in,OTHERS
Amruta Blood Bank,Aurangabad,Maharashtra,150,21000,350 D SAGM,Mipl,,sameer.balwant@mipl.in,OTHERS
Amruth Voluntary Blood Centre,Mancherial,Telangana,120,12540,450 D CPDA,HLL,GURU KRUPA,sinderaviteja@mipl.in,OTHERS
Ananadpur Sahib Civil Hospital Blood Bank,Rupnagar,Punjab,150,20850,350 D CPDA PDS NPD,Mipl,,mangalesh.thakur@mipl.in,OTHERS
Ananadpur Sahib Civil Hospital Blood Bank,Rupnagar,Punjab,200,10800,350 SB CPDA,Mipl,,mangalesh.thakur@mipl.in,OTHERS
Ananadpur Sahib Civil Hospital Blood Bank,Rupnagar,Punjab,120,12540,350 D CPDA,Mipl,,mangalesh.thakur@mipl.in,OTHERS
Ananadpur Sahib Civil Hospital Blood Bank,Rupnagar,Punjab,200,10800,350 SB CPDA,Mipl,,mangalesh.thakur@mipl.in,OTHERS
Anandrishiji Blood Bank,Pune,Maharashtra,150,25950,450 T SAGM,Polymed,,sameer.balwant@mipl.in,OTHERS
Anandrishiji Blood Bank,Pune,Maharashtra,150,25950,350 T SAGM ,Polymed,,sameer.balwant@mipl.in,OTHERS
Anandrishiji Blood Bank,Pune,Maharashtra,150,15675,350 D CPDA,HLL,Pushpak Pharma,sameer.balwant@mipl.in,OTHERS
Anandrishiji Blood Bank,Pune,Maharashtra,200,28000,350 D SAGM,Polymed,Deepak Pharma,sameer.balwant@mipl.in,OTHERS
Anandrushiji blood bank,Ahmednagar,Maharashtra,50,10400,350 T SAGM PDS NPD,Polymed,,sameer.balwant@mipl.in,OTHERS
Anandrushiji blood bank,Ahmednagar,Maharashtra,50,13200,350 Q CPDA PDS NPD,Polymed,,sameer.balwant@mipl.in,OTHERS
Anandrushiji blood bank,Ahmednagar,Maharashtra,100,14000,450 D SAGM,Polymed,,sameer.balwant@mipl.in,OTHERS
Anandrushiji blood bank,Ahmednagar,Maharashtra,100,14000,350 D SAGM,Polymed,,sameer.balwant@mipl.in,OTHERS
Ananthapuri Hospital and Research Institute Blood Bank,Trivandrum,Kerala,150,15675,350 D CPDA,TerumoPenpal,,nahas.jamal@mipl.in,OTHERS
Ananthapuri Hospital and Research Institute Blood Bank,Trivandrum,Kerala,250,43250,350 T SAGM ,TerumoPenpal,,nahas.jamal@mipl.in,OTHERS
Andhra Hospital Blood Bank,Vijayawada,Andhra Pradesh,20,1080,350 SB CPDA,Mipl,,sinderaviteja@mipl.in,OTHERS
Andhra Hospital Blood Bank,Vijayawada,Andhra Pradesh,40,6920,450 T SAGM,Mipl,,sinderaviteja@mipl.in,OTHERS
Andhra Hospital Blood Bank,Vijayawada,Andhra Pradesh,120,12540,450 D CPDA,Mipl,,sinderaviteja@mipl.in,OTHERS
Anil Blood Bank,Amritsar,Punjab,100,17300,450 T SAGM,Mipl,,mangalesh.thakur@mipl.in,OTHERS
Anil Blood Bank,Amritsar,Punjab,200,28000,450 D SAGM,Mipl,,mangalesh.thakur@mipl.in,OTHERS
Anil Neerukunda Hospital Blood Centre,Visakhapatnam,Andhra Pradesh,30,5190,450 T SAGM,Mipl,SHREE AGENCY,sinderaviteja@mipl.in,OTHERS
Anil Neerukunda Hospital Blood Centre,Visakhapatnam,Andhra Pradesh,50,2700,350 SB CPDA,Mipl,SHREE AGENCY,sinderaviteja@mipl.in,OTHERS
Anil Neerukunda Hospital Blood Centre,Visakhapatnam,Andhra Pradesh,120,16800,450 D SAGM,Mipl,SHREE AGENCY,sinderaviteja@mipl.in,OTHERS
Anita Charitable Blood Centre,Sitapur ,Uttar Pradesh,120,20760,450 T SAGM,Mipl,SN Healthcare India,digember.singh@mipl.in,OTHERS
Anita Charitable Blood Centre,Sitapur ,Uttar Pradesh,160,22400,450 D SAGM,Mipl,SN Healthcare India,digember.singh@mipl.in,OTHERS
Ankur Hospital Blood Bank,Chandrapur,Maharashtra,50,8650,450 T SAGM,Polymed,Lab Solution,sameer.balwant@mipl.in,OTHERS
Ankur Hospital Blood Bank,Chandrapur,Maharashtra,100,14000,450 D SAGM,Polymed,Lab Solution,sameer.balwant@mipl.in,OTHERS
Ankur Hospital Blood Bank,Chandrapur,Maharashtra,100,14000,350 D SAGM,Polymed,Lab Solution,sameer.balwant@mipl.in,OTHERS
Annai Abirami Blood Bank,Madurai,Tamil Nadu,200,28000,350 D SAGM,Polymed,AR Pharma,sudhir.kumar@mipl.in,OTHERS
Annai Medical College and Hospital Blood Bank Run by Sri Devi Karumari Amman Educational Trust,Chennai,Tamil Nadu,100,14000,350 D SAGM,Polymed,Jomed medical devises,sudhir.kumar@mipl.in,OTHERS
Annai Medical College and Hospital Blood Bank Run by Sri Devi Karumari Amman Educational Trust,Chennai,Tamil Nadu,50,5225,350 D CPDA,Polymed,Jomed medical devises,sudhir.kumar@mipl.in,OTHERS
Annai terisa blood bank,Chennai,Tamil Nadu,100,17300,350 T SAGM ,JMS,Span Healthcare,sudhir.kumar@mipl.in,OTHERS
Annai terisa blood bank,Chennai,Tamil Nadu,200,28000,350 D SAGM,Mipl,JAYA MEDICARE,sudhir.kumar@mipl.in,OTHERS
Ansar Blood Bank Malegaon,Malegaon,Maharashtra,150,8100,350 SB CPDA,Polymed,UNIVERSAL HEALTH CARE,sameer.balwant@mipl.in,OTHERS
Anugrah Narayan Memorial Magadh Medical College Hospital ANMMCH Blood Bank,Gaya,Bihar,300,47325,350 T CPDA,Polymed,Others,tapas.dey@mipl.in,OTHERS
Anugrah Narayan Memorial Magadh Medical College Hospital ANMMCH Blood Bank,Gaya,Bihar,200,10800,350 SB CPDA,Polymed,Others,tapas.dey@mipl.in,OTHERS
Anugrah Narayan Memorial Magadh Medical College Hospital ANMMCH Blood Bank,Gaya,Bihar,300,16200,350 SB CPDA,Mipl,ROSE MEDICARE PVT. LTD.,tapas.dey@mipl.in,OTHERS
Aparna Hospital Blood Centre,Nalgonda,Telangana,40,5600,450 D SAGM,,Others,sinderaviteja@mipl.in,OTHERS
Aparna Hospital Blood Centre,Nalgonda,Telangana,50,2700,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Aparna Hospital Blood Centre,Nalgonda,Telangana,80,13840,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Apex Hospital Blood Bank,Varanasi ,Uttar Pradesh,400,69200,350 T SAGM ,Mipl,SN Healthcare India,digember.singh@mipl.in,OTHERS
Apex Hospital Blood Bank,Varanasi ,Uttar Pradesh,650,91000,350 D SAGM,Mipl,SN Healthcare India,digember.singh@mipl.in,OTHERS
Apex Swasthya Kalyan Blood Bank,Jaipur,Rajasthan,400,69200,350 T SAGM ,Mipl,HI-MEDI SALES,rajveer.singh@mipl.in,OTHERS
Apna Blood Bank,Etawah,Uttar Pradesh,100,5400,350 SB CPDA,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Apna Blood Bank,Etawah,Uttar Pradesh,50,8650,350 T SAGM ,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Apna Blood Bank,Etawah,Uttar Pradesh,100,14000,350 D SAGM,Polymed,NA,jitum.kumar@mipl.in,OTHERS
Apollo BGS Hospitals Blood Bank,Mysore,Karnataka,35,8400,350 Q SAGM TAB PDS NPD,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Apollo BGS Hospitals Blood Bank,Mysore,Karnataka,385,60733.75,450 T CPDA,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Apollo BGS Hospitals Blood Bank,Mysore,Karnataka,268,28006,450 D CPDA,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Apollo City Charitable Blood Centre ,Lucknow ,Uttar Pradesh,200,28000,350 D SAGM,Mipl,SN Healthcare India,digember.singh@mipl.in,OTHERS
Apollo City Charitable Blood Centre ,Lucknow ,Uttar Pradesh,120,16800,350 T SAGM ,Mipl,SN Healthcare India,digember.singh@mipl.in,OTHERS
Apollo Gleneagles Hospital,Kolkata,West Bengal,1800,432000,350 Q SAGM TAB PDS NPD,TerumoPenpal,AM,tapas.dey@mipl.in,OTHERS
Apollo Gleneagles Hospital,Kolkata,West Bengal,1000,173000,350 T SAGM ,TerumoPenpal,AM,tapas.dey@mipl.in,OTHERS
Apollo Hospital,Lucknow ,Uttar Pradesh,400,69200,350 T SAGM ,TerumoPenpal,Mahrotra & Mahrotra,digember.singh@mipl.in,OTHERS
Apollo Hospital,Lucknow ,Uttar Pradesh,100,5300,300 TR,Mipl,,digember.singh@mipl.in,OTHERS
Apollo Hospital,Lucknow ,Uttar Pradesh,120,72000,500 LSF RBC,Mipl,,digember.singh@mipl.in,ILF&LSF
Apollo Hospital Blood Bank,New Delhi,Delhi NCR,100,10450,450 D SAGM,Fresenius,,akram@mipl.in,OTHERS
Apollo Hospital Blood Bank,New Delhi,Delhi NCR,550,495000,450 Q SAGM TAB ILF,Fresenius,,akram@mipl.in,ILF&LSF
Apollo Hospital Blood Bank Bhubaneswar,Khurda,Odhisa,500,124000,450 Q SAGM BC,TerumoPenpal,HEALTH RAY,vikram.barik@mipl.in,OTHERS
"Apollo Hospital Blood Bank, DRDO",Hyderabad,Telangana,100,17300,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Apollo Hospital Blood Bank, DRDO",Hyderabad,Telangana,80,21440,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Apollo Hospital Blood Bank, Hyderguda",Hyderabad,Telangana,200,10800,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Apollo Hospital Blood Bank, Jubilee Hills",Hyderabad,Telangana,200,160000,450 Q SAGM ILF TAT (TIB),TerumoPenpal,Others,sinderaviteja@mipl.in,ILF&LSF
"Apollo Hospital Blood Bank, Jubilee Hills",Hyderabad,Telangana,800,214400,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Apollo Hospital Blood Bank, Nellore",Nellore,Andhra Pradesh,20,1080,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Apollo Hospital Blood Bank, Nellore",Nellore,Andhra Pradesh,80,13840,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Apollo Hospital Blood Bank, Secunderabad",Hyderabad,Telangana,200,10800,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Apollo Hospital Blood Bank, Vizag",Visakhapatnam,Andhra Pradesh,20,1080,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Apollo Hospital Blood Bank, Vizag",Visakhapatnam,Andhra Pradesh,120,20760,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Apollo Hospital Enterprises Limited Blood Bank,Chennai,Tamil Nadu,1300,1170000,450 Q SAGM TAB ILF,Fresenius,BALAJI DIAGNOSTICS,sudhir.kumar@mipl.in,ILF&LSF
Apollo Hospital Enterprises Limited Blood Bank,Chennai,Tamil Nadu,1500,1350000,450 Q SAGM TAB ILF,TerumoPenpal,SR Pharma,sudhir.kumar@mipl.in,ILF&LSF
Apollo Hospital Enterprises Limited Blood Bank,Chennai,Tamil Nadu,20,16000,500 LSF PLT,Fresenius,BALAJI DIAGNOSTICS,sudhir.kumar@mipl.in,ILF&LSF
Apollo Hospital Enterprises Limited Blood Bank,Chennai,Tamil Nadu,150,8100,450 SB CPDA,TerumoPenpal,SR Pharma,sudhir.kumar@mipl.in,OTHERS
Apollo Hospitals Blood Bank,Chennai,Tamil Nadu,20,12000,500 LSF RBC,Fresenius,BALAJI DIAGNOSTICS,sudhir.kumar@mipl.in,ILF&LSF
Apollo Hospitals Blood Bank,Chennai,Tamil Nadu,100,14000,350 D SAGM,TerumoPenpal,SR Pharma,sudhir.kumar@mipl.in,OTHERS
Apollo Hospitals Blood Bank,Chennai,Tamil Nadu,300,62400,350 T SAGM PDS NPD,TerumoPenpal,SR Pharma,sudhir.kumar@mipl.in,OTHERS
Apollo Hospitals Imperial Cancer Hospital and Research Centre Blood Bank,Bengaluru,Karnataka,50,13400,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Apollo Hospitals Imperial Cancer Hospital and Research Centre Blood Bank,Bengaluru,Karnataka,180,31140,450 T SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Apollo Hospitals Imperial Cancer Hospital and Research Centre Blood Bank,Bengaluru,Karnataka,60,8400,450 D SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
Apollo Hospitals Imperial Cancer Hospital and Research Centre Blood Bank,Bengaluru,Karnataka,120,16800,350 D SAGM,TerumoPenpal,Others,mohammed.asif@mipl.in,OTHERS
"Apollo Reach Hospitals, Blood Bank, Karinmagar",Karimnagar,Telangana,50,8650,450 T SAGM,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Apollo Reach Hospitals, Blood Bank, Karinmagar",Karimnagar,Telangana,10,540,350 SB CPDA,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
"Apollo Reach Hospitals, Blood Bank, Karinmagar",Karimnagar,Telangana,100,26800,450 Q SAGM TAB PDS NPD,TerumoPenpal,Others,sinderaviteja@mipl.in,OTHERS
Apollo Speciality Hospital Blood Bank,Chennai,Tamil Nadu,150,8100,450 SB CPDA,TerumoPenpal,SR Pharma,sudhir.kumar@mipl.in,OTHERS
Apollo Speciality Hospital Blood Bank,Chennai,Tamil Nadu,1200,1080000,450 Q SAGM TAB ILF,Fresenius,BALAJI DIAGNOSTICS,sudhir.kumar@mipl.in,ILF&LSF
Apollo Speciality Hospital Blood Bank,Chennai,Tamil Nadu,1000,900000,450 Q SAGM TAB ILF,TerumoPenpal,SR Pharma,sudhir.kumar@mipl.in,ILF&LSF
Apollo Victor Hospital Blood Bank,Goa,Goa,200,10800,350 SB CPDA,TerumoPenpal,Jackson Agency,sameer.balwant@mipl.in,OTHERS
Appolo hospital blood bank ,Bilaspur ,Chhattisgarh,300,80400,450 Q SAGM TAB PDS NPD,TerumoPenpal,Terumo,nagendra.singh@mipl.in,OTHERS
Arambagh Sub Divisional Hospital Blood Bank,Hooghly,West Bengal,100,5400,350 SB CPDA,Mipl,Pharma Traders,tapas.dey@mipl.in,OTHERS
Archi Blood Bank Jharkhand,Ranchi,Jharkhand,200,10800,350 SB CPDA,Mipl,,vikram.barik@mipl.in,OTHERS
Arignar Anna Memorial Cancer Hospital Research Institute,Chennai,Tamil Nadu,100,5400,350 SB CPDA,HLL,,sudhir.kumar@mipl.in,OTHERS
Arignar Anna Memorial Cancer Hospital Research Institute,Chennai,Tamil Nadu,50,7000,350 D SAGM,HLL,,sudhir.kumar@mipl.in,OTHERS
Armed Forces Blood Bank,Pune,Maharashtra,100,60000,500 LSF RBC,Mipl,,sameer.balwant@mipl.in,ILF&LSF
